gender,tweet
male,"Articles on supplements, minerals, vitamins, reviews, workouts, and bodybuilding: https://t.co/A4Z4VlP51M
#fitness #motivaiton"
male,"I've seen so many people in sweatshirts and winter hats while I'm still rockin' a t-shirt, shorts, and flip-flips."
male,"I'm actually happy with that draw, that's what the FA cup is all about. #FACup #Salop #Gainsborough"
male,So come on baby lets rock n roll get a little lost on these old back roads later on we'll count the stars
male,And my day concluded with a group school boys on the bus talking about another nigga dick looking like a horse dick thankyoumta _
male,"Spider-Man? He climbs walls, super strength and spidey sense. The web shooting depends on which story you look at.  https://t.co/AZsh24AjaV"
male,"""You want cures? You want fucking solutions? Then come to me 'cause I got the best goddamn ones."" #Bot"
male,oh my god what an episode of The Walking Dead
male,@minhazmerchant there's a palpable improvement in the Economy &amp; no scams at all... Will strongly disagree with Mr. Shourie here.
male,"Congratulations to my favorite girl group, I love you guys .. @4thImpactMusic for the win -@CherylOfficial thank you https://t.co/hUZsWDRzev"
male,"The million that @realDonaldTrump got from his dad would be worth a gazillion today with inflation.

He's lost trillions!!!

#Trump2016"
male,One of our new songs made #2 for @WPKNradio's tracks of the week - thanks for the plays!  https://t.co/woE6UbkiR2
male,@oxfordbusco also what is the last bus back from Cowley Road to Oxford bus station this Thursday ? thankyou
male,@F3Hartsville great news! Nothing torn in my knee just a bad sprain. Should be better in a couple weeks. Thx for all the prayers it worked
male,"Wondering about the exact line between ""jetlagged and just back from sunny southern California"" and ""feverish."""
male,I Hate Sitting In The Front Of The Class ; No Feet Basket
male,What liar you and this fake hamid th Ral hamid is already died  https://t.co/4KBGqfN8FR
male,"Can I just leave already, I'm trying to eat and hit the gym"
male,"A magnificent test flight of the scaled @WorldViewVoyage capsule. The entire test flight went perfectly, &amp; landing. https://t.co/3dLzi6NPYG"
male,@milanaknez becoming dangerous for Serbs and other groups.
male,"""The Booze You Choose is Heavily Influenced by Social Media &amp; Peer Recommendations"" by @KatiePerry of @Crowdtap =&gt; https://t.co/lIENX9ghVC"
male,jk . im angry all the time about it . hint why i never hang out with you guys
male,"I can still remember how that music used to make me smile
And I knew if I had my chance
That I could make those people dance
___"
male,girl shut up we finna be on the way! _ @beautifuldayxx
male,"Build a Transforming Workbench, Desk, and Storage Unit: If you dont have a lot of space, you need to make cre... https://t.co/5IxmKq6sGq"
male,#DataHorrorStories with Opera Max and Android Authority https://t.co/LnVDGGZb20 #datahorrorstories
male,10-23 Pit Tour with Mike Tabback and Tom Tayback. NASCAR News with Miss Sprint Cup Madison Martin... https://t.co/vxeNUSuT4E
male,"@JenErin_ he's not dead . Yet, but we'll see, and trust me. Him and Rick have gotten out of way worse."
male,"Just saw someone pressure washing in this rainstorm. Textbook definition of ""pissing in the wind"""
male,"What's new in #comics Comics A.M. - Emily Carroll's ""Through the Woods"" Wins British Fantasy Award https://t.co/9ouKT69RA0"
male,"#hot  DVDs: Brilliant ""Bill Hicks,"" Dope ""Dope,"" And Hilarious ""Monty Python And The... https://t.co/Ky7R8IAhyo #prebreak #best"
male,Don't do something for someone who ain't gonna do the same for you
male,Cock the Maggie and done these  sissy wolves
male,"After the game, the king and the pawn go into the same box."
male,The weekend went by too fast
male,@Beardynoise i hope you have a corpse you're going to drag around with you all night and/or a good staff
male,Still don't know all the words to 'look at me now'
male,"@RomanAtwood
I was just checking your tweeter and pum you pop out thats amazing"
male,If you know Jed he's currently at Hillcrest hospital after being hit by an 18 wheeler. Please pray for him and try and visit he needs it.
male,"imagine hamilton but all the dudes are played by cute girls,"
male,"Thailand, Sri Lanka Set to Boost Ties with Sirisena Visit | The Diplomat https://t.co/40sUI9zDKz"
male,nobody knows my struggle they only see the trouble
male,Discipline is the bridge between goals and accomplishment. - Jim Rohn
male,"At the cake shop and he asks ""you gonna get mommy a ring"" _"
male,Best decision Texas Tech ever made was not going out and  just getting some guy just bc he had 10yrs of coaching..but instead hiring Kliff
male,"An Unknown Manmade Object Is Headed for Earth: And in three weeks, it will burn up over the Indian Ocean. https://t.co/uiL9eusHtR"
male,"@dani_thomas You haven't to... but remember, that place is full of hurt and tears. If you want to go, you should take lot of wipes..."
male,@SexyVampireKing *he looked up at him with a blush and a soft smile* I'm doing good and how about you?
male,I still don't understand how the train line past Gillette Stadium isnt used for regular commuter service since it's on the way to Providence
male,My life is split between that of an old grandmother spreading wisdom on her deathbed and a toddler eating candy for the first time
male,Glad to hear the scientific community speaking out https://t.co/CPCREV2Lln
male,Would you all just change your beary Primark bed linen please? It just looks like you all sleep in the same bed!!
male,Huh. Supergirl airs today? Aaand now I got disturbing images of Jeb sitting in a snuggy in front of the TV with a box of Kleenex ready... D:
male,"@chuckwoolery @tedcruz @Politics_Matter abrasive, and unelectable in a general election."
male,The-meeting-of-two-personalities-is-like-the-chemical-substances.....:-)
male,@MapleLeafs Can't help but notice your logo on Twitter looks purple and not Maple Leaf Blue! #LeafsNation
male,There's two dudes walking around campus dressed as spider man and the hulk. Ok then.
male,Why can't the munnels go to the busi building :(
male,@thatslvni gon head and go buy the mall while you at it _
male,"Swansea City pub talk: Gylfi Sigurdssons back, tunnel bust-up and why Swans must drive forward after comical week https://t.co/Lb92chgAq6"
male,What do you get when you mash up Alfred Hitchcock and Stanley Kubrick? https://t.co/OKnfFGGYrB by @megilllah via @FastCoDesign /
male,That was offensive and lame. A double offensive. Get out.
male,Interesting @jofsharp post about why he's resigned from co-chairing the IndieCade conference: https://t.co/hhmBxJUwqq
male,"When I'm fucked up, that's the real me"
male,@united Nightmare flying with United again!! You are a fucking joke on this piece of the earth.
male,"#MuayThaiMonday one of my favorite heavyweights the ""Red Scorpion"" Alexey Ingnashov of #Belarus_ https://t.co/RJEl5R7ZdU"
male,"@Harry_Styles
your beautiful voice never
fails to amaze me. i'm so
excited for the new album
mind following me please?
I love you___171.055"
male,Well The Walking Dead was eventful tonight _
male,"As you go to His PRESENCE today, God will accelerate your promotion and disappoint the appointment of barrenness,poverty, loneliness, etc.."
male,"@RealDiscoDonnie @MotyCM @TexasEDMFamily I understand why it's complicated tho cuz you have all the people like me who didn't ""buy"" a ticket"
male,#itsOnlyInNigeria cars Horn anyhow and anytime even when is not Necessary
male,KPMG_US: Triple the likelihood of successfully controlling IT costs by holding a C-level exec accountable #RunITAs_ https://t.co/NRQxhU93Zs
male,@VeniceMase at this point just staying healthy and seeing the core group of young guys develop
male,And just got the music clue for Shostakovich's 5th symphony. #2cool4school
male,@SpliffMeister the goblet of sour diesel is on skyHP now
male,I GOT MY PHONE BACK ITS NOT BROKE AGAIN PUNCH ME IN THE DICK NAN
male,"Look forward to driving up to Mt. Airy to watch the Oak Hill vs. Hargrave PG team
Should be a lot of fireworks"
male,I need to know the story behind this :) https://t.co/nGyIjjZZaO
male,"@yagurlaileen lol what you mean not text back, your the one that never texted me back"
male,@33_toby they're often on Gold and Dave
male,"I honestly think getting a Bachelors is such a waste of time and money, just wish I could jump straight to my PH.D"
male,"Easy, easy
Pull out your heart
To make the being alone
Easy, easy"
male,The very fact that the Jeb Campaign has to create #JebNoFilter just shows how scripted and out of touch he really is most of the time.
male,@CamMeekins the fuck man.. what happened to the lamp city days? You sold out faster than I expected..
male,"____ I'm not really the romantic sort, so wouldn't be doing any spooning. I let John know your offering _ https://t.co/wVKvzQ3WD5"
male,@samesfandiari they can win 54 and be the 1 seed
male,Why does Kian look so different in the new video and he looks so fucking hot!!!!! @KianLawley @jccaylen https://t.co/Ep5VJCtNFd
male,"@TrentWalton @oguzbilgic Spell it out in all-caps and I think you may have a candidate for a new Unicode character there.
cc @EmojiProposals"
male,@bedbugg14  dude me and @MarilynnRomero  went to la ventada super dank dude!!
male,"i wish it was""@Valkyrie_Law: Um sure the feeling is no mutual lol https://t.co/0N0oHZ2bxl"""
male,the junior doctors had civil unrest in london yet hardly reported
male,@W101Spoilers ugh. I'd got the per pip and like no after effect __
male,"@lovelyybrooklyn Their kids
Also depends on the mom!"
male,Discussing takeaways from @JoeEhrmann76's talk on what it means (and doesn't mean) to be a man. @JayMarkiewicz
male,#sweepstakes #ThisIsWhyWePlay @NBA where families gather around and witness the best players in the world try to inspire our young ones.
male,Been at the dentist for 2 hours and 40 minutes _
male,@RVacchianoNYDN this is only going to get worse just wait at some point he will blow up and this event will be considered minor
male,"The animated GIF reflective clothing look book is so in this winter (see also, HUF and Puma) https://t.co/8QPTxtf7nN"
male,@cookespies @clashboy23 @Miles28x @Loftus103 we will all keep looking let's hope the other deal falls through
male,"@ajsnowe what was the announcement, missed it"
male,Gym is the best therapy
male,@Gurmeetramrahim #BlockBusterMSG2 grand salut in bergamo italy and green s welfer fors
male,Great news - Im going to be running the 2016 Virgin Money @LondonMarathon as part of #TeamBarnardos - totally stoked!
male,"Christian Service Opportunity:

Rake and burn leaves in our yard!"
male,@BashirShah6 Mormons began in the 1820s and are now about 15 million according to their OWN estimation.
male,"whats with everyone making cake that look like cars,computer and cameras all of a sudden today"
male,Carl Icahn on the Movement Toward Donald Trump for President https://t.co/pq6eojtfH2
male,Need to really hit the gym today
male,How To Bring Art and Science to Managing a Content Calendar - https://t.co/gxpaPjXgxc https://t.co/2iwV3uGj2j
male,@uglyPEEDI just one song and video and a feature with Cobra Starship then she stopped
male,Photoset: mavieaveceux: graceless-goddess: I really am my parents Miracle Baby. Years and years they tried... https://t.co/xASQkEByWk
male,"@FootballFitFed bi and unilateral dev is crucial. Too much lateral and injuries will pile up. Plus must work on deceleration, avoid injury!"
male,People UNDERATE the miracle in sleeping in the night and waking up in the morning....
male,One of the coolest feelings #BeKind https://t.co/n6S8lBN17i
male,Ahmad - Back In The Day https://t.co/HQoun4ojWo
male,@McNarnia @judecomputer ban the east coast
male,..Plus goals in El Classico and the 100s of times he controlled games for Barca &amp; Espaa. He's arguably the greatest CM ever. @IJuanMata8i
male,@iSiinister i remember when you didnt have any of them and you got so angry because i had them lol good times
male,"@NotMyYearOff essential at this point, and by my reckoning, the next three years, I would say."
male,The University of Kansas Student Senate voted to remove gender specific pronouns from their Rules and Regs. Really proud of my alma mater.
male,Used @Uber_Canada the 1st time today. Crazy simple. Sign up using my promo code and get CA$20 off your first ride! https://t.co/twhJDa2tKA
male,@canofwormstwo Also the present UK Government and the Labour Party.
male,Your title tag is your best means of improving both #search #rankings and search referrals. #SEO
male,"@Harry_Styles I love you very much and you mean so much to me_, I can't wait to hear Made In The A.M., I am so so excited___!
x2,082"
male,Deputising as reviewer at And Then There Were None @edtheatres tonight. Love a good murder mystery. First interval. Body count = one.
male,@NeaffBird OK but I do and it's my tweet _
male,I only just woke up and I am still tired. _
male,A life of leisure and a life of laziness are two things. There will be sleeping enough in the grave. -Benjamin Franklin
male,@Abdulhari108 @supersanusi bruh !!! We in the one already.. We don enta am
male,"The power of data and business intelligence? Map pinpoints 30 million adulterers caught in AshleyMadison hack.
https://t.co/bB3CcKyAHm"
male,hahaha. Mi deh yah a laugh at my boss' incompetence and the man calls my mother to complain to her lol
male,Seeing all the frantic ignition pictures is making me sad as f. But also making me really determined.
male,"@Kennycide I know that, but I don't know if the targarians are looked down upon, or if they had skinheads among them. lol"
male,@UP10TION #HAPPYWOOSHINDAY feat. a bit of xiao and hwanhee  happy birthday u cute dweeb ! i love u so much ! https://t.co/wqBEigw8d6
male,"@iamjasminex @CallumDelhoy @r0manceisb0ring well I meant pastry chef, but got it wrong, but thats the sense i made of it"
male,"@Maskinen92 @_WhatEven @RussianSnowball I meant on the website, like before we had access"
male,You approach me with coleslaw and I chop you in the throat I'm protected by the law the courts woulda got u for assault with a deadly weapon
male,"Romance, Love, Passion, Suspense, and a little bit of magic! Your Soul Was Made for Mine by C. L. Hunter... https://t.co/wnBaNRqwJY"
male,Mirah Riben on 'Fair Adoption Laws' and first mothers @PriscillaStoneS @AdoptAuthor @AstridBeeMom  https://t.co/thcCJ2cLCs
male,@Westin I'd love to have a robe waiting in my room when I arrive at the Atlanta Airport location tonight. And maybe a cookie ____
male,@onedirection Favorite Duo or Group Pop/Rock at the #AMAs
male,@DolphinEret thanks for the bulletin board material
male,When I was young the world it was smaller The cities were vast the buildings were taller
male,If you want a new vine hop over there and like my most recent post :)
male,There's nothing to indicate that's how things will play out over the course of the season and through the playoffs.
male,"@THUotila throwing in a @garyvee quote, ""marketers ruin everything"". Goes also with the impact of evil guys harassing the good guys (cables)"
male,@Maddi_Smith97 @Hayden_Hyde it'll be like 3-4 hours probs gotta read like 5 chapters and do an outline sns
male,MT @nytimesarts: The longest-running play in America is set to open in NYC for the 1st time https://t.co/65oIQVi9M8 https://t.co/6WIFY90anM
male,"@ArrowheadPride FWIW @FiveThirtyEight is predicting the Chiefs finish 7-9, but only have a &gt;50% chance to lose 2 games - at Den and at BAL"
male,Young Thug - Pass Me The Lighter https://t.co/1eENbQVXdP
female,I just earned the 'Fruits of Your Labor (Level 2)' badge on @untappd! https://t.co/2fMmINI5eL
female,happy birthday @McDonaldKylie and @Rego3Thompson hope you have a good day :-)
female,Waiting on it until the 5th __ https://t.co/77IAhulAF4
female,@ollyofficial my fave teacher is meeting you tomorrow and she's v v excited!
female,And she love it dog ya yaaaaaaaa
female,another fight at the forest
female,Love yourself and love those around you and love the place you're at right now because nothing is permanent and things can change so quickly
female,Yall really want women struggling how your daddies let your mom struggle??? BREAK THE CYCLE FAM. BE BETTER
female,My eyes are single bih. Won't flirt. Won't touch. But lust of the eyes? You daaaayyyuuuummm right.
female,The last part sounds like the falsetto in Fa La La why is he like this https://t.co/eiEKIdQcKm
female,"@MrsR_Jetsfan yes, on my Jets page on fb someone mentioned something about him and not showing up to practise. Get over it people. Seriously"
female,"periods, abortions, small dicks, and who were ignoring  https://t.co/ZrGq908yQu"
female,It's a two way street and it shouldn't only be me on it
female,@ideklrh Thanks Girl!:D after so many hours of contacting and emails.. The hard work is paying off now&lt;3
female,Taking a hot bath seems like the appropriate thing to do in between shifts _
female,Learn how you to harness your best time and get your most important work done. Listen Live: https://t.co/jcJlgbOCa5 best #TalkRadio
female,@brittyhasakitty OMG casually stalking you and saw this. When did this happen?? Lol.
female,sitting here.. over-thinking and shit_
female,@michaeljwaldron Both showings sold out and massive queue already ;-)
female,gotta move on to bigger and better things
female,"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens"
female,"#Cleveland women, looking to get fit? Makenna will come to you and train you in your home. #FitFam #FitCLE https://t.co/EbPj8q1xL6"
female,Ain't nothing like coming home and boolin it
female,"Why is she afraid, d fear of the unknown? Let her pray about it.,or is she possed"
female,"Phsyically, mentally and emotionally tired"
female,@tambourine yesss i've played it and loved it!
female,Some of the #itsjustreach team kidnapped me to brunch and @escapologyorl today! They are s_ https://t.co/5Xqh4DLehG https://t.co/VbbO8tDJTb
female,When your professor try to come for you in class and you have to put him in his place in front of the class
female,He need to hurry and leave
female,so sick of all the music I know and too lazy to find new music meh
female,"Flexible Diet Plan: Revealed for the first time, secret methods for losing weight, without having to give up_ https://t.co/yGQYYVCYKi"
female,"We only have terrible fights every now and then

Also she's the popular one and I'm the ugly one so there's that"
female,The way TI defends Tiny___&gt;&gt;&gt;&gt;&gt;&gt;&gt;
female,So happy I get the whole week off for thanksgiving
female,"Work, work, working. Another 6-7 hours today and I'll be happy with the effort. Glad to be home though!"
female,"Stark in the streets, Dothraki in the sheets."
female,"Ride the pipe like a bike, make sure you going the distance ____"
female,"@PHLAirport ty so much I really like how your garages say what is available but  b, c and d had no spots I was _ to be charged $4 to search"
female,Me and broke bitches don't get along!
female,Climate researchers are alarmed about the future of the Persian Gulf's climate: https://t.co/zNpzzwsV7A https://t.co/dJz8sO2swp #ForbesTe_
female,@Vodka_N_Henn lol nothing in the bed tweeting @AmeerahSmith and watching tv where tariyah
female,Day 1/10- cleaned for hours. Scrubbed toilets and did 100 loads of laundry. #senioryear
female,@Amonrosier again the social class issues.. Poorer women will face same issues as mid class women.. With the extra financial stuff on top
female,@djdrm1972 @HBC_Beauty @YorkdaleStyle It does!! And I do _GWP !!!!
female,@onikki6 @coltondixon @messengersrh @JWil07 went outside after the storm and slipped and fell and face planted on the step (flat part)
female,Just ate so much food and I'm still hungry like why
female,What's all this about having to be 25 for the next state reunion then ____
female,#H2HChat It is critical that the Top Leader embrace and sell social to the team
female,Nathan and Haley Scott are goals
female,For the 144 colleges that missed the mark on enrollment and revenue: No easy fix https://t.co/dNiKB2bBHW via @Chronicle
female,"@hestiahdruid it was on the news back in 2010 or 2011, some AIDS/FIV research_ :)

https://t.co/PB9GJP4FWN"
female,Ironic that I have actually washed my hair today so I feel the statement was only half justified
female,"#TheWalkingDead 5min in and some one is dead, that's TWD for ya"
female,"I'm hungry and sleepy... but, mostly sleepy... ima just go eat in my dreams"
female,im sure 99% of greggs staff have problems with knowing the difference between hot and cold
female,@ChrisAOfficial I'm on the right side___xxx
female,Kylie and Ella look just like Ella's picture! Great details! #NMWRoars https://t.co/QFpnOJjCJQ
female,"My fianc, ladies and gentleman. https://t.co/IQ9HfHozfa"
female,Ummm still a little bitter at @brynnieboo32 and @jaceylaray for literally scaring the ___ out of @bpjaillite and I this weekend. __
female,I watched kalebs snapchat of juice in the toilet and actually thought that was the one I was drinking. But it wasn't and im okay now.
female,im watching twd and dying
female,Told my brother to pick me up no later than 3 and he picks me up at 3:15 and said he was right on time. No nigga you were not on time.
female,gonna be so tired at work on Sunday after the party on Saturday_
female,she always with her man ___ and i jus be there with my dog
female,I'm so done getting treated like shit and being talked down on all the fucking time.
female,@OrigamiYoda My artist Ss think this is a good rule and wish their lairs were thus respected.
female,A couple months ago I was saying I can't wait till I graduate and now I'm in college saying the same thing-_-
female,"@FoxyFarrahNF I am SOOO excited!! Her name is Pumpkin, and we're going to snuggle."
female,@dongemoji lol he was so bitter and tense on stage he could have won the race that's why
female,"Say ""I'll stay"", don't come and goooo~"
female,When I'm working out&amp;I'm so exhausted I feel like breaking down any sec listening to Hall Of Fame always gives me the kick I need to go on___
female,Shomar's the most loveable and funny guy in world. https://t.co/ubn2gew9TL #bestselling Author #ASMSG #PRN #SFR #romance #Fae
female,Of course #notoriousrbg loved Nancy Drew! @nytimes review of @irin &amp; @shanakn's book https://t.co/R5VSUgLgPI + VIDEO https://t.co/kRRumcFe9C
female,homework and studying turned into coffee and Greys Anatomy real quick
female,"The amount of times I'm like ""She was 17 THIS WHOLE TIME!!??""

Too much force ripe mayyyn"
female,My mum asked me what I've been up to today and I said 'watched nearly 2 seasons of skins' and she fukin sighed
female,Love what the rain does to my hair _
female,@dlboylan They're being weird and back-pedaling about it now. Perhaps they realize some people have little else to get excited about.
female,Stacks and stacks of school work...
female,@DavidAuryn you're the one that I love_
female,I Just Voted for @onedirection for #ArtistOfTheYear Go Here https://t.co/6s6joX8oj6 and Vote for your favorite!  #AMAs #OneDirection
female,"So I can just put an away message on my work email, shut my office door, netflix and sleep til 5....right? #thisisthelife"
female,"Daddy off the aircon, and the room has freaking no ventillation. So damn hot can. And he snoring nicely -.-'"
female,Maybe I should take acting classes. Too many dramas on Twitter and I'm not in any of them.
female,@RosieLunatic lol well it was me. And I kinda felt like I have you a ugly look
female,"happy birthday to this munchkin_ she is 18 and still a baby, love you bum___ https://t.co/BVJKib0TEn"
female,This wan an improvement from all the other roasting videos https://t.co/PtI1NVcMdF
female,"Climbing into bed in warm pjs is the best feeling ever, ngl."
female,"Husband went back to work today. Trying this solo mom thing for the first time. So far, walked a mile and went to Target."
female,"When you're in love with @maurices sweaters and boots, you can't help but admire your outfit. #mauricesoncampus https://t.co/gxclscIhDH"
female,MY VINE MADE IT ON THE RISE _ https://t.co/RUaQ5fabKz
female,I'm still getting through #PrettyLittleLiars and I never want it to end
female,This whole NEMI tour is giving me all the feels AND THEY ACTUALLY INCLUDED SAN DIEGO SO NO DRIVING TO LA YAY__@nickjonas @ddlovato
female,Not even looking forward to this drive to Attleboro but the food I'm about to eat is worth it _
female,David Platt to address the present challenges and future vision for IMB tomorrow via #IMBLiveStream &gt;&gt; https://t.co/8V5LhW4S9N
female,@markchapman no bbc bias with the salford plz just because you work with phil neville lol i was hopeing__4 stour v wigan &amp; take my st's flags
female,camerons side of the bed smells SO bad
female,"Dog walked, chip shop eaten and now onto my ironing! #standardmonday #womenswork"
female,ican turn from side to side in this damn bed w/o havin to sit all the way up!
female,Dawg this really the last week of October.
female,Bzabe is laying on the sand live cam #whores https://t.co/929817XzhY
female,The hosts of Fox News Outnumbered lashed out at Quentin Tarantino on Monday after the legendary director... https://t.co/auJ0ixVMda
female,Can't Fight The MoonLight With Lyrics https://t.co/rix04Ss2ky
female,"things heard at west high: ""I got detention for putting a tampon on the teachers desk"""
female,#WinterTime means I'm ready to go to bed by 9pm. And I didn't wake up any earlier than usual.
female,I must be a cat with 9 lives cause I died every month so far with these comebacks. Kpop is the death of me!
female,@jeffkofoid same and I was up at 445 _ it's been a long day
female,I obsess over my boyfriend and I'm not sorry cause if you were the one dating him u would too
female,@alyssa_defalco stop tweeting and driving!!!!!!!!
female,"someone just shared that ""stop praying for my grandpa! hes too strong!"" post and said ""this is what would happen if prayer worked"""
female,"@dishon__ yes I've been thinking about doing that too. And congrats on these ""twins"""
female,"Happy Monday #PowerBeauties! Today is a new day and a fresh start, make it productive! _ #Entrepreneur #goals #focus https://t.co/DiS9yL4rpL"
female,Sweats and combat boots! Ladies no
female,@RCLWarner watch out world ___ I can kill someone and go to jail now_
female,"I just want to be accepted for what I am, the way that I am ,and for the reason that I am who I Am ."
female,@unclutching aweeeee well then how in The world did I end up in your following list? _
female,Catching up with #tfifriday and it just makes me want to see #macklemore live so badly!
female,"#Akinator, the Genie App, just guessed that I was thinking of  Katniss Everdeen's Daughter #what? how?"
female,I'll let my kid leave the house and go to school in a whole spiderman outfit because creativity.
female,"me right after every lesson:

""I am going to practice so much this week and be super prepared for next time! __""

me the next day: lol"
female,this is really late because I kept messing up and I'm really stupid @itscarflo https://t.co/TgrVraNHdd
female,"theres this couple ditching, and making out. yo big time relationship goals ____"
female,Cutie and two sluts take advantage of one big cock https://t.co/XoFi2PuXk2
female,I'm that 1 out 5 that experiences the worst of the worst symptoms.. Everyone I know has had a pretty good experience but me?Nah fuk that bc.
female,Having a rubbish day! I waited half an hour for my bus when it said due. Only to get on it and have it terminate a couple stops after.(CONT)
female,@m_arz99 the school called my mom and they found it in the bathroom _ we know who it was. __
female,"The moment TP tickets go on sale, I'm buying them."
female,love being held and rubbed on so gently _
female,in the worst mood__
female,"@chainbear in a social club setting or with incitement hate speech I can see the value in saying no. But otherwise, it's 1950s regression."
female,"Hi princess of light eyes _.
You and a great makeup artist __ .
You are awesome Lottie .
Please follow me babe ? __ @lottietommo x520"
female,I'm playing WordBrain and I've just reached brain size 195! #WordBrain  #words
female,"#DailyPropheticWord Identity Revealing The Worth Of Others
https://t.co/Zf1B7Ooxfr via @NeilVermillion"
female,The moment I was mobbed in Milan.... Felt like Beiber for a second... THANKYOU- I'm really just a reality TV twat __ https://t.co/gba0vpDnzO
female,"When people are talking to you but ur too in ur head and then they ask you ""what do you think?"" And ur like ummmmmm"
female,She Said Keep Up The Good Work And God Gone Keep Blessing You _
female,"Its a double capsule day __ 27 varieties of fruit and veg...in a capsule, simples __ #fruitandveg #juiceplus #health https://t.co/tXhS9N9fsD"
female,This girl bent over and I swear I saw her whole ass crack
female,Interesting! https://t.co/BRtsG0soiN
female,@KeepMeCl0se there's a machine in the common room that sells it and takes card tho
female,@ChristinaPryor I am gathering that you are a bit of a Felicia Day fan_.And both haircuts are fun!! :D
female,"Energy is well and truly gone. Exhausted and, if I'm honest, a bit flat. Time for hot choc, PJs and musicals _____"
female,"Carrie Fisher promoting ""Return of the Jedi"" at a Rolling Stone Magazine beach shoot, 1983. https://t.co/pX4ns6attl"
female,You know the friendship is real when you talk about how hard it is to take ass pics _ @ohvanesa
female,"And by dig it, I mean it's all I've listened to on repeat today."
female,@ACroasdell Hiiii :D we will see Papa Hook only in the Flashback?
female,@TheShlow coming from the person who gets legit booty hurt when their friends make new friends _
female,".@davidvisentin1 In keeping with the season, have you ever shown a haunted house? And @Hilary_Farr, have you ever renovated one? _ #LIOLI"
female,I got a pedicure today and the dude has a tattoo of a swastika. Okay then. https://t.co/f3T7B3uf1c
female,"@CollinsKey People change people, and change effects people, but its how we deal with the change that effects us"
female,@chloemae522 @radakal I was also the one crying on the floor of my building's bathroom for 3 hours at 10PM like 3 weeks ago...
female,"Weeks after Moments launch, Twitter opens the door to brand marketers https://t.co/kvpdKKZwrW via @VentureBeat"
female,"@Oliviaaballxoxo Can you help me spread the word about my app, Scope? Find out more: https://t.co/ipJ2yOiGet"
female,Omg I love the new Video of @PanicAtTheDisco ... Is greaaaat!!!!! *-*
female,2 people followed me and 2 people unfollowed me // automatically checked by https://t.co/T3YYh1DwAB
female,"A cute friend to check up on me here and there and to have my back would be nice, because I'm so cool on relationships_"
female,@JoshuaAaDaniels we went through it that time i called you a narcissist and you solemnly agreed
female,"""and this is where I used to fail at little league"" https://t.co/FiXMJCTqmc"
female,@mdeedoubleyou the fact that I miss you so much makes me want to cry. I'm dropping out just so I can move to Cali.
female,today alot of people said i look pretty :') even the hot boys :')) sign me the fuck up ____
female,These 24 Wedding Photobombs Made The Bride And Groom Day Much Better LOL. https://t.co/8C7Uo5yfZg
female,Encouragement and thankfulness is the key to a positive outlook on life. You can't receive if your cup is full. Give out some love today.
female,My mom is going to Scotland tomorrow and I've never been so jealous
female,@MelanieM_xoxo I would think so too because I haven't even looked at this persons story today and only watched it once last night LOL
female,the fact that I get to go home and play with bunnies makes this day suck a little less
female,"S.F. Could Be Much Whiter in 25 Years, While the Rest of Region Gets More Diverse https://t.co/nLfzyJQh4g"
female,Going to make a real attempt at #NaNoWriMo2015 I have a basic idea in my head and can't wait to get started. #writing #creativity
female,"#MCM everyday the only thing that makes me happy is him, food and @fosterthepeople https://t.co/2GVlpI2SvF"
female,"When y'all recognize that ""title"" shit is jus mind games and gimmicks fueled by social media &gt;&gt;&gt;&gt;"
female,Too many _ in the sea for me. Idk which one to choose.
female,@ShelbyLeigh18 I was in the bathroom when the lights went out and I felt like I was on Saw and the little dummy guy was gonna pop up any sec
female,Want to know how stupid the Liberals are? They think Bernie Sanders is an Independent and Hillary Clinton is a Liberal! lol #FeeltheBern
female,Forever putting in 100% and getting back 2%
female,humous and party rings do not taste good together I repeat humous and party rings do not go
female,What's up alexet and debbie
female,style and segway are not two words i'd put together
female,"I'm handling this ""bacon causes cancer"" news with complete grace and non-dramatic maturity"
female,The difference in my mood is one person and a dead battery.
female,"Shout out to the girl from hotline bling. You go out in that skimpy outfit girl, go have fun with your new friends you do you honey ______"
female,PPL WILL CALL U AND ASK U A MILLION??? BITCH STOP BEATING AROUND THE BUSH WHAT YOUR NOSEY ASS WANT __
female,"is my lit prof gonna hate me for describing characters, narrator and setting first before explaining the plot"
female,"The walking dead and then bed, my life is so lit___"
female,Karma is horrible. You treated me wrong and did me dirty. That shit gonna hit you back when you least expect it.
female,@banditsnows NO BUT I'VE SEEN IT AND I NEVER WANT TO
female,Yep I was in a shop and saw a mirror so I took a photo https://t.co/pHaCKc98gL
female,I wonder if these words can reach across the distance and touch you in ways my hands never could.
female,"@sasvde Duh! Its what were famous for, as well as it being one of our biggest export products. The ACTUAL music is #1"
female,I JUST CAME BACK AND I FEEL SO ATTACKED
female,Whats the news? This time is so fucking bad!!!! #badtimes #sadtimes ____
female,"""I rear ended this pregnant woman once and I seriously thought she was gonna have the baby right there"""
female,"Because I know you're always missing me, and I guess sometimes I miss you too bro _ https://t.co/cfvnV0NO1V"
female,"@youngjaeath Smiles. Right right~? Oh- opens my mouth and chews the food. This is so good Oppa! Looks at you, where'd you learn --"
female,Generate Leads with The New Twitter App. https://t.co/BU8o7kjAgc #homebusinessentrepreneur #workfromhome #mlm https://t.co/Bk4avStRY9
female,I gotta stop blowing stacks at the gas station
